Year,AvgTemp
1985,13.808
1986,13.724
1986,14.084000000000001
1986,14.607999999999999
1986,15.452
1986,16.163
1986,16.695999999999998
1986,16.991
1986,16.938
1986,16.285
1986,15.455
1986,14.407
1986,13.805
1987,13.758
1987,14.161
1987,14.538
1987,15.447
1987,16.252
1987,16.900000000000002
1987,17.296
1987,17.061
1987,16.569000000000006
1987,15.621
1987,14.561
1987,14.13
1988,13.978
1988,14.064
1988,14.777999999999999
1988,15.593
1988,16.348
1988,16.976000000000006
1988,17.179000000000002
1988,17.173000000000002
1988,16.553
1988,15.639000000000001
1988,14.465
1988,13.923
1989,13.565999999999999
1989,13.978000000000002
1989,14.607
1989,15.422
1989,16.121
1989,16.725
1989,17.150000000000002
1989,17.051000000000002
1989,16.5
1989,15.597000000000001
1989,14.524000000000001
1989,14.058
1990,13.890999999999998
1990,14.143
1990,15.005
1990,15.683
1990,16.397000000000002
1990,16.995
1990,17.246000000000002
1990,17.11
1990,16.465
1990,15.747
1990,14.77
1990,14.1
1991,13.859000000000002
1991,14.201
1991,14.689
1991,15.716
1991,16.37
1991,17.052
1991,17.348
1991,17.163
1991,16.572
1991,15.619000000000002
1991,14.607
1991,13.98
1992,13.960999999999999
1992,14.181
1992,14.770999999999999
1992,15.51
1992,16.319000000000006
1992,16.886000000000006
1992,17.000999999999998
1992,16.900000000000002
1992,16.243
1992,15.419
1992,14.343
1992,13.902000000000001
1993,13.895999999999999
1993,14.085
1993,14.725
1993,15.482
1993,16.230999999999998
1993,16.859
1993,17.155
1993,16.926000000000002
1993,16.381
1993,15.543
1993,14.41
1993,13.904000000000002
1994,13.731
1994,13.773
1994,14.713
1994,15.584
1994,16.348
1994,17.021
1994,17.183
1994,17.035999999999998
1994,16.498
1994,15.743
1994,14.754
1994,14.036
1995,13.945
1995,14.388
1995,14.783
1995,15.587
1995,16.279
1995,17.008000000000006
1995,17.375
1995,17.297
1995,16.580000000000002
1995,15.748
1995,14.713
1995,13.951
1996,13.720999999999998
1996,14.207
1996,14.658
1996,15.540999999999999
1996,16.272000000000002
1996,16.847
1996,17.22
1996,17.21
1996,16.444000000000006
1996,15.515999999999998
1996,14.607
1996,14.053
1997,13.818
1997,14.178
1997,14.873
1997,15.634
1997,16.387999999999998
1997,17.158
1997,17.307000000000002
1997,17.266000000000002
1997,16.766000000000002
1997,15.935
1997,14.952
1997,14.291
1998,14.062999999999999
1998,14.611
1998,14.958
1998,15.884
1998,16.671
1998,17.289
1998,17.609
1998,17.491
1998,16.657
1998,15.768
1998,14.697000000000001
1998,14.214
1999,13.933
1999,14.367
